council_key,year_start,financial_year,component,raw_value,source_unit,value_aud,source_id,source_url,source_location,source_header,report_vintage,definition_caveat,evidence_type
balranald,2021,2021-22,farmland_rates,1423000.0,AUD,1423000.0,time-series-data-2021-22.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2021-22.xlsx,Councils!AO7,"Total Farmland Rates Revenue
($)",2022,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
balranald,2021,2021-22,business_rates,1022000.0,AUD,1022000.0,time-series-data-2021-22.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2021-22.xlsx,Councils!AR7,"Total Business Rates Revenue
($)",2022,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
balranald,2021,2021-22,mining_rates,0.0,AUD,0.0,time-series-data-2021-22.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2021-22.xlsx,Councils!AU7,"Total Mining Rates Revenue 
($) ",2022,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
balranald,2022,2022-23,total_expenses,18482.0,AUD thousands,18482000.0,time-series-data-2022-23.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2022-23.xlsx,Councils!AI7," Total Expenses from Continuing Operations 
($'000) ",2023,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
balranald,2022,2022-23,total_revenue_including_capital,25331.0,AUD thousands,25331000.0,time-series-data-2022-23.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2022-23.xlsx,Councils!AJ7,"Total Revenue from Continuing Operations 
($'000)",2023,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
balranald,2022,2022-23,result_before_capital,4087.0,AUD thousands,4087000.0,time-series-data-2022-23.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2022-23.xlsx,Councils!AK7,"Net Operating result before Capital
($'000)",2023,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
balranald,2022,2022-23,residential_rates,433000.0,AUD,433000.0,time-series-data-2022-23.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2022-23.xlsx,Councils!AL7,"Total Residential Rating Revenue 
($)",2023,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
balranald,2022,2022-23,farmland_rates,1607000.0,AUD,1607000.0,time-series-data-2022-23.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2022-23.xlsx,Councils!AO7,"Total Farmland Rates Revenue
($)",2023,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
balranald,2022,2022-23,business_rates,1094000.0,AUD,1094000.0,time-series-data-2022-23.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2022-23.xlsx,Councils!AR7,"Total Business Rates Revenue
($)",2023,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
balranald,2022,2022-23,mining_rates,,AUD,,time-series-data-2022-23.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2022-23.xlsx,Councils!AU7,"Total Mining Rates Revenue 
($) ",2023,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
balranald,2023,2023-24,total_expenses,23920000.0,AUD,23920000.0,time-series-data-2023-24.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2023-24.xlsx,Councils !AI7," Total Expenses from Continuing Operations 
($) ",2024,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
balranald,2023,2023-24,total_revenue_including_capital,28265000.0,AUD,28265000.0,time-series-data-2023-24.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2023-24.xlsx,Councils !AJ7,"Total Revenue from Continuing Operations 
($)",2024,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
balranald,2023,2023-24,result_before_capital,328000.0,AUD,328000.0,time-series-data-2023-24.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2023-24.xlsx,Councils !AK7,"Net Operating Result Before Capital
($)",2024,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
balranald,2023,2023-24,residential_rates,458000.0,AUD,458000.0,time-series-data-2023-24.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2023-24.xlsx,Councils !AL7,"Total Residential Rating Revenue 
($)",2024,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
balranald,2023,2023-24,farmland_rates,1725000.0,AUD,1725000.0,time-series-data-2023-24.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2023-24.xlsx,Councils !AO7,"Total Farmland Rates Revenue
($)",2024,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
balranald,2023,2023-24,business_rates,1227000.0,AUD,1227000.0,time-series-data-2023-24.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2023-24.xlsx,Councils !AR7,"Total Business Rates Revenue
($)",2024,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
balranald,2023,2023-24,mining_rates,0.0,AUD,0.0,time-series-data-2023-24.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2023-24.xlsx,Councils !AU7,"Total Mining Rates Revenue 
($) ",2024,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bathurst,2021,2021-22,total_expenses,117295000.0,AUD,117295000.0,time-series-data-2021-22.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2021-22.xlsx,Councils!AI8," Total Expenses from Continuing Operations 
($) ",2022,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bathurst,2021,2021-22,total_revenue_including_capital,123446000.0,AUD,123446000.0,time-series-data-2021-22.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2021-22.xlsx,Councils!AJ8,"Total Revenue from Continuing Operations 
($)",2022,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bathurst,2021,2021-22,result_before_capital,-12000000.0,AUD,-12000000.0,time-series-data-2021-22.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2021-22.xlsx,Councils!AK8,"Net Operating result before Capital
($)",2022,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bathurst,2021,2021-22,residential_rates,20416000.0,AUD,20416000.0,time-series-data-2021-22.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2021-22.xlsx,Councils!AL8,"Total Residential Rating Revenue 
($)",2022,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bathurst,2021,2021-22,farmland_rates,2189000.0,AUD,2189000.0,time-series-data-2021-22.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2021-22.xlsx,Councils!AO8,"Total Farmland Rates Revenue
($)",2022,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bathurst,2021,2021-22,business_rates,6190000.0,AUD,6190000.0,time-series-data-2021-22.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2021-22.xlsx,Councils!AR8,"Total Business Rates Revenue
($)",2022,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bathurst,2021,2021-22,mining_rates,11000.0,AUD,11000.0,time-series-data-2021-22.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2021-22.xlsx,Councils!AU8,"Total Mining Rates Revenue 
($) ",2022,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bathurst,2022,2022-23,total_expenses,132634.0,AUD thousands,132634000.0,time-series-data-2022-23.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2022-23.xlsx,Councils!AI8," Total Expenses from Continuing Operations 
($'000) ",2023,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bathurst,2022,2022-23,total_revenue_including_capital,132085.0,AUD thousands,132085000.0,time-series-data-2022-23.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2022-23.xlsx,Councils!AJ8,"Total Revenue from Continuing Operations 
($'000)",2023,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bathurst,2022,2022-23,result_before_capital,-18204.0,AUD thousands,-18204000.0,time-series-data-2022-23.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2022-23.xlsx,Councils!AK8,"Net Operating result before Capital
($'000)",2023,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bathurst,2022,2022-23,residential_rates,21085000.0,AUD,21085000.0,time-series-data-2022-23.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2022-23.xlsx,Councils!AL8,"Total Residential Rating Revenue 
($)",2023,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bathurst,2022,2022-23,farmland_rates,2247000.0,AUD,2247000.0,time-series-data-2022-23.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2022-23.xlsx,Councils!AO8,"Total Farmland Rates Revenue
($)",2023,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bathurst,2022,2022-23,business_rates,6389000.0,AUD,6389000.0,time-series-data-2022-23.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2022-23.xlsx,Councils!AR8,"Total Business Rates Revenue
($)",2023,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bathurst,2022,2022-23,mining_rates,12000.0,AUD,12000.0,time-series-data-2022-23.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2022-23.xlsx,Councils!AU8,"Total Mining Rates Revenue 
($) ",2023,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bathurst,2023,2023-24,total_expenses,127164000.0,AUD,127164000.0,time-series-data-2023-24.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2023-24.xlsx,Councils !AI8," Total Expenses from Continuing Operations 
($) ",2024,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bathurst,2023,2023-24,total_revenue_including_capital,151112000.0,AUD,151112000.0,time-series-data-2023-24.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2023-24.xlsx,Councils !AJ8,"Total Revenue from Continuing Operations 
($)",2024,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bathurst,2023,2023-24,result_before_capital,-9248000.0,AUD,-9248000.0,time-series-data-2023-24.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2023-24.xlsx,Councils !AK8,"Net Operating Result Before Capital
($)",2024,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bathurst,2023,2023-24,residential_rates,22000000.0,AUD,22000000.0,time-series-data-2023-24.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2023-24.xlsx,Councils !AL8,"Total Residential Rating Revenue 
($)",2024,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bathurst,2023,2023-24,farmland_rates,2340000.0,AUD,2340000.0,time-series-data-2023-24.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2023-24.xlsx,Councils !AO8,"Total Farmland Rates Revenue
($)",2024,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bathurst,2023,2023-24,business_rates,6596000.0,AUD,6596000.0,time-series-data-2023-24.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2023-24.xlsx,Councils !AR8,"Total Business Rates Revenue
($)",2024,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bathurst,2023,2023-24,mining_rates,12000.0,AUD,12000.0,time-series-data-2023-24.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2023-24.xlsx,Councils !AU8,"Total Mining Rates Revenue 
($) ",2024,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2019,2019-20,total_expenses,34240.0,AUD thousands,34240000.0,time-series-data-2019-2020.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2019-2020.xlsx,Councils!AI11," Total Expenses from Continuing Operations 
($'000) ",2020,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2019,2019-20,total_revenue_including_capital,35367.0,AUD thousands,35367000.0,time-series-data-2019-2020.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2019-2020.xlsx,Councils!AJ11,"Total Revenue from Continuing Operations 
($'000)",2020,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2019,2019-20,result_before_capital,-931.0,AUD thousands,-931000.0,time-series-data-2019-2020.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2019-2020.xlsx,Councils!AK11,"Net Operating result before Capital
($'000)",2020,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2019,2019-20,residential_rates,6581.0,AUD thousands,6581000.0,time-series-data-2019-2020.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2019-2020.xlsx,Councils!AL11,"Total Residential Rating Revenue 
($'000)",2020,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2019,2019-20,farmland_rates,1122.0,AUD thousands,1122000.0,time-series-data-2019-2020.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2019-2020.xlsx,Councils!AO11,"Total Farmland Rates Revenue
($'000)",2020,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2019,2019-20,business_rates,513.0,AUD thousands,513000.0,time-series-data-2019-2020.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2019-2020.xlsx,Councils!AR11,"Total Business Rates Revenue
($'000)",2020,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2019,2019-20,mining_rates,,AUD thousands,,time-series-data-2019-2020.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2019-2020.xlsx,Councils!AU11,"Total Mining Rates Revenue 
($'000) ",2020,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2020,2020-21,total_expenses,36544000.0,AUD,36544000.0,time-series-data-2020-2021.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2020-2021.xlsx,Councils!AI11," Total Expenses from Continuing Operations 
($) ",2021,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2020,2020-21,total_revenue_including_capital,47082000.0,AUD,47082000.0,time-series-data-2020-2021.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2020-2021.xlsx,Councils!AJ11,"Total Revenue from Continuing Operations 
($)",2021,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2020,2020-21,result_before_capital,-949000.0,AUD,-949000.0,time-series-data-2020-2021.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2020-2021.xlsx,Councils!AK11,"Net Operating result before Capital
($)",2021,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2020,2020-21,residential_rates,6802000.0,AUD,6802000.0,time-series-data-2020-2021.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2020-2021.xlsx,Councils!AL11,"Total Residential Rating Revenue 
($)",2021,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2020,2020-21,farmland_rates,1125000.0,AUD,1125000.0,time-series-data-2020-2021.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2020-2021.xlsx,Councils!AO11,"Total Farmland Rates Revenue
($)",2021,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2020,2020-21,business_rates,527000.0,AUD,527000.0,time-series-data-2020-2021.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2020-2021.xlsx,Councils!AR11,"Total Business Rates Revenue
($)",2021,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2020,2020-21,mining_rates,0.0,AUD,0.0,time-series-data-2020-2021.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2020-2021.xlsx,Councils!AU11,"Total Mining Rates Revenue 
($) ",2021,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2021,2021-22,total_expenses,45058000.0,AUD,45058000.0,time-series-data-2021-22.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2021-22.xlsx,Councils!AI11," Total Expenses from Continuing Operations 
($) ",2022,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2021,2021-22,total_revenue_including_capital,56275000.0,AUD,56275000.0,time-series-data-2021-22.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2021-22.xlsx,Councils!AJ11,"Total Revenue from Continuing Operations 
($)",2022,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2021,2021-22,result_before_capital,2661000.0,AUD,2661000.0,time-series-data-2021-22.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2021-22.xlsx,Councils!AK11,"Net Operating result before Capital
($)",2022,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2021,2021-22,residential_rates,7180000.0,AUD,7180000.0,time-series-data-2021-22.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2021-22.xlsx,Councils!AL11,"Total Residential Rating Revenue 
($)",2022,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2021,2021-22,farmland_rates,1179000.0,AUD,1179000.0,time-series-data-2021-22.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2021-22.xlsx,Councils!AO11,"Total Farmland Rates Revenue
($)",2022,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2021,2021-22,business_rates,552000.0,AUD,552000.0,time-series-data-2021-22.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2021-22.xlsx,Councils!AR11,"Total Business Rates Revenue
($)",2022,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2021,2021-22,mining_rates,0.0,AUD,0.0,time-series-data-2021-22.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2021-22.xlsx,Councils!AU11,"Total Mining Rates Revenue 
($) ",2022,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2022,2022-23,total_expenses,44007.0,AUD thousands,44007000.0,time-series-data-2022-23.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2022-23.xlsx,Councils!AI11," Total Expenses from Continuing Operations 
($'000) ",2023,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2022,2022-23,total_revenue_including_capital,71005.0,AUD thousands,71005000.0,time-series-data-2022-23.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2022-23.xlsx,Councils!AJ11,"Total Revenue from Continuing Operations 
($'000)",2023,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2022,2022-23,result_before_capital,1091.0,AUD thousands,1091000.0,time-series-data-2022-23.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2022-23.xlsx,Councils!AK11,"Net Operating result before Capital
($'000)",2023,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2022,2022-23,residential_rates,7355000.0,AUD,7355000.0,time-series-data-2022-23.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2022-23.xlsx,Councils!AL11,"Total Residential Rating Revenue 
($)",2023,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
bellingen,2022,2022-23,farmland_rates,1213000.0,AUD,1213000.0,time-series-data-2022-23.xlsx,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2022-23.xlsx,Councils!AO11,"Total Farmland Rates Revenue
($)",2023,Continuing revenue includes capital. Before-capital result is not necessarily adjusted OP numerator.,OLG original cell
