source_id,pdf_page,terms,review
richmond_plan2022,47,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,48,budget;deferred,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,49,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,50,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,51,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,52,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,53,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,54,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,55,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,56,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,57,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,58,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,59,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,60,budget;deferred,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,61,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,62,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,63,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,64,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,65,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,66,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,67,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,68,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,69,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,70,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,71,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2022,72,maintenance;advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,1,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,2,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,3,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,4,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,6,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,8,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,9,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,10,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,11,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,12,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,13,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,14,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,15,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,16,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,17,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,18,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,19,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,20,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,21,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,22,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,23,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,24,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,25,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,26,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,27,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,28,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,29,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,30,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,31,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,32,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,33,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,34,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,35,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,36,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,37,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,38,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,39,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,40,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,41,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,42,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,43,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,44,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,45,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,46,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,47,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,48,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,49,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,50,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,51,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,52,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,53,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,54,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,55,budget;restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,56,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2024,57,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2021,4,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2021,6,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2021,22,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2021,26,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2021,27,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2021,37,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2021,41,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2021,44,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2021,50,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2021,53,postponed,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2021,55,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2021,56,postponed,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2021,57,maintenance;budget;postponed,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2021,59,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2021,60,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2022,7,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2022,10,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2022,12,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2022,21,budget;reconstruction,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2022,25,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2022,27,reconstruction,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2022,41,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2022,54,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2022,56,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2022,58,maintenance;restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2022,68,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2022,70,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2022,72,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2022,73,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,4,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,6,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,10,budget;deferred,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,11,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,13,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,18,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,20,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,27,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,30,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,33,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,34,maintenance;advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,35,deferred,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,39,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,40,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,41,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,42,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,46,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,49,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,50,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,54,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,55,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,60,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,76,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,84,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,89,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,124,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,125,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,126,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,127,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_fs2022,128,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
kiama_ar2020,15,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
kiama_ar2020,17,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
kiama_ar2020,21,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
kiama_ar2020,24,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
kiama_ar2020,30,postponed,keyword screen; only curated evidence rows are close-reviewed transcriptions
kiama_ar2020,35,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
kiama_ar2020,45,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
kiama_ar2020,46,maintenance;budget;restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
kiama_ar2020,47,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
kiama_ar2020,50,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
kiama_ar2020,62,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_fs2020,3,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_fs2020,5,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_fs2020,7,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_fs2020,9,budget;deferred;advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_fs2020,10,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_fs2020,20,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_fs2020,34,deferred,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_fs2020,35,deferred,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_fs2020,40,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_fs2020,41,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_fs2020,43,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_fs2020,44,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_fs2020,46,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_fs2020,48,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_fs2020,49,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_fs2020,50,deferred,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_fs2020,66,maintenance;restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_fs2020,67,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_fs2020,70,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_fs2020,71,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_fs2020,72,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_fs2020,98,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_ss2020,7,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_ss2020,8,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_ss2020,9,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_ss2020,10,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
griffith_ss2020,11,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,2,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,3,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,4,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,5,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,6,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,7,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,8,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,9,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,10,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,11,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,12,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,13,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,14,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,15,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,16,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,17,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,18,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,19,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,20,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,21,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,22,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,23,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,24,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,25,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,26,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,27,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,28,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,29,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,30,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,31,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,32,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,33,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,34,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,35,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,36,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,37,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_budget2023,38,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2019,5,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2019,17,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2019,20,reconstruction,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2019,31,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2019,35,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2019,38,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2019,39,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2019,43,deferred,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2019,46,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2019,49,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2019,53,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2020,20,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2020,36,reconstruction;restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2020,37,reconstruction,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2020,43,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2020,44,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2020,48,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2020,54,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2020,59,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2020,61,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2020,62,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2020,63,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,4,reconstruction,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,6,maintenance;restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,7,maintenance;restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,8,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,9,maintenance;reconstruction,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,10,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,11,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,13,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,25,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,26,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,27,budget;deferred,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,28,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,29,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,30,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,31,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,32,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,33,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
