council_key,year_start,financial_year,category_id,category_label,official_category_id,id_basis,scope_class,quality_status,carryover_aud,notes,ordinary_scope_verified,year_end_same_scope_verified,causal_eligible,B0_aud,B0_source_id,B0_page,B0_source_url,B0_status,Q1_aud,Q1_source_id,Q1_page,Q1_source_url,Q1_status,Q2_aud,Q2_source_id,Q2_page,Q2_source_url,Q2_status,Q3_aud,Q3_source_id,Q3_page,Q3_source_url,Q3_status,ACTUAL_aud,ACTUAL_source_id,ACTUAL_page,ACTUAL_source_url,ACTUAL_status
richmondvalley,2021,2021-22,richmondvalley:tourism,Tourism,,analyst_label_key_not_official_project_id,mixed_or_unverified,usable_for_descriptive_budget_only,26725.0,"Q2 is the approved pre-March budget, checked against Q2 attachment p117. Monthly transfers included by Q2; Q1 taken from contemporaneous Q1 table. Not ordinary-only.",False,False,False,459330.0,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,472052,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,observed,472052,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,472052,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,,,,,missing_not_reconstructed
richmondvalley,2021,2021-22,richmondvalley:town_planning_development_services,Town Planning & Development Services,,analyst_label_key_not_official_project_id,mixed_or_unverified,usable_for_descriptive_budget_only,0.0,"Q2 is the approved pre-March budget, checked against Q2 attachment p117. Monthly transfers included by Q2; Q1 taken from contemporaneous Q1 table. Not ordinary-only.",False,False,False,0.0,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,0,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,observed,0,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,418,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,,,,,missing_not_reconstructed
richmondvalley,2021,2021-22,richmondvalley:quarries,Quarries,,analyst_label_key_not_official_project_id,mixed_or_unverified,usable_for_descriptive_budget_only,0.0,"Q2 is the approved pre-March budget, checked against Q2 attachment p117. Monthly transfers included by Q2; Q1 taken from contemporaneous Q1 table. Not ordinary-only.",False,False,False,0.0,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,0,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,observed,0,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,0,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,,,,,missing_not_reconstructed
richmondvalley,2021,2021-22,richmondvalley:northern_rivers_livestock_exchange,Northern Rivers Livestock Exchange,,analyst_label_key_not_official_project_id,mixed_or_unverified,usable_for_descriptive_budget_only,0.0,"Q2 is the approved pre-March budget, checked against Q2 attachment p117. Monthly transfers included by Q2; Q1 taken from contemporaneous Q1 table. Not ordinary-only.",False,False,False,70000.0,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,70000,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,observed,80600,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,80600,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,,,,,missing_not_reconstructed
richmondvalley,2021,2021-22,richmondvalley:private_works,Private Works,,analyst_label_key_not_official_project_id,mixed_or_unverified,usable_for_descriptive_budget_only,0.0,"Q2 is the approved pre-March budget, checked against Q2 attachment p117. Monthly transfers included by Q2; Q1 taken from contemporaneous Q1 table. Not ordinary-only.",False,False,False,0.0,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,0,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,observed,0,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,0,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,,,,,missing_not_reconstructed
richmondvalley,2021,2021-22,richmondvalley:real_estate_development,Real Estate Development,,analyst_label_key_not_official_project_id,mixed_or_unverified,usable_for_descriptive_budget_only,0.0,"Q2 is the approved pre-March budget, checked against Q2 attachment p117. Monthly transfers included by Q2; Q1 taken from contemporaneous Q1 table. Not ordinary-only.",False,False,False,3190688.0,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,2905688,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,observed,2905688,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,2562774,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,,,,,missing_not_reconstructed
richmondvalley,2021,2021-22,richmondvalley:waste_management,Waste Management,,analyst_label_key_not_official_project_id,mixed_or_unverified,usable_for_descriptive_budget_only,6679.0,"Q2 is the approved pre-March budget, checked against Q2 attachment p117. Monthly transfers included by Q2; Q1 taken from contemporaneous Q1 table. Not ordinary-only.",False,False,False,7557960.0,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,4758679,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,observed,3303679,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,2198679,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,,,,,missing_not_reconstructed
richmondvalley,2021,2021-22,richmondvalley:stormwater_management,Stormwater Management,,analyst_label_key_not_official_project_id,mixed_or_unverified,usable_for_descriptive_budget_only,38374.0,"Q2 is the approved pre-March budget, checked against Q2 attachment p117. Monthly transfers included by Q2; Q1 taken from contemporaneous Q1 table. Not ordinary-only.",False,False,False,374985.0,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,413359,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,observed,103359,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,6023,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,,,,,missing_not_reconstructed
richmondvalley,2021,2021-22,richmondvalley:water_supplies,Water Supplies,,analyst_label_key_not_official_project_id,mixed_or_unverified,usable_for_descriptive_budget_only,336980.0,"Q2 is the approved pre-March budget, checked against Q2 attachment p117. Monthly transfers included by Q2; Q1 taken from contemporaneous Q1 table. Not ordinary-only.",False,False,False,2685804.0,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,3219328,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,observed,2553458,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,2583556,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,,,,,missing_not_reconstructed
richmondvalley,2021,2021-22,richmondvalley:sewerage_services,Sewerage Services,,analyst_label_key_not_official_project_id,mixed_or_unverified,usable_for_descriptive_budget_only,198856.0,"Q2 is the approved pre-March budget, checked against Q2 attachment p117. Monthly transfers included by Q2; Q1 taken from contemporaneous Q1 table. Not ordinary-only.",False,False,False,4188729.0,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,4211585,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,observed,2545091,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,2327429,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,,,,,missing_not_reconstructed
richmondvalley,2021,2021-22,richmondvalley:environmental_health,Environmental Health,,analyst_label_key_not_official_project_id,mixed_or_unverified,usable_for_descriptive_budget_only,0.0,"Q2 is the approved pre-March budget, checked against Q2 attachment p117. Monthly transfers included by Q2; Q1 taken from contemporaneous Q1 table. Not ordinary-only.",False,False,False,0.0,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,0,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,observed,0,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,0,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,,,,,missing_not_reconstructed
richmondvalley,2021,2021-22,richmondvalley:environmental_management,Environmental Management,,analyst_label_key_not_official_project_id,mixed_or_unverified,usable_for_descriptive_budget_only,0.0,"Q2 is the approved pre-March budget, checked against Q2 attachment p117. Monthly transfers included by Q2; Q1 taken from contemporaneous Q1 table. Not ordinary-only.",False,False,False,0.0,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,545,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,observed,545,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,545,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,,,,,missing_not_reconstructed
richmondvalley,2021,2021-22,richmondvalley:governance_advocacy,Governance & Advocacy,,analyst_label_key_not_official_project_id,mixed_or_unverified,usable_for_descriptive_budget_only,0.0,"Q2 is the approved pre-March budget, checked against Q2 attachment p117. Monthly transfers included by Q2; Q1 taken from contemporaneous Q1 table. Not ordinary-only.",False,False,False,0.0,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,1143,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,observed,1572,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,2499,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,,,,,missing_not_reconstructed
richmondvalley,2021,2021-22,richmondvalley:customer_service,Customer Service,,analyst_label_key_not_official_project_id,mixed_or_unverified,usable_for_descriptive_budget_only,0.0,"Q2 is the approved pre-March budget, checked against Q2 attachment p117. Monthly transfers included by Q2; Q1 taken from contemporaneous Q1 table. Not ordinary-only.",False,False,False,10000.0,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,7707,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,observed,20388,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,21220,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,observed,,,,,missing_not_reconstructed
