source_id,url,local_file,sha256,evidence_status,publication_date
griffith_2019_co_26112019_att_1080_plans,https://businesspapers.griffith.nsw.gov.au/Open/2019/11/CO_26112019_ATT_1080_PLANS.PDF,Experiment 4/results/sources/griffith_2019_co_26112019_att_1080_plans.pdf,4dcd0dc7b3b89de0286c79308d34bb2e01adf335b8d7c6234634886f5c51e6e9,inherited_curated_evidence,
griffith_2020_co_25022020_agn_1261_at,https://businesspapers.griffith.nsw.gov.au/Open/2020/02/CO_25022020_AGN_1261_AT.PDF,Experiment 4/results/sources/griffith_2020_co_25022020_agn_1261_at.pdf,ab4f95faae30b68ac02e30232e8dc7221bb8ae5c39c506d3fb2105883317b761,inherited_curated_evidence,
griffith_2020_co_25022020_min_1261,https://businesspapers.griffith.nsw.gov.au/Open/2020/02/CO_25022020_MIN_1261.PDF,Experiment 4/results/sources/griffith_2020_co_25022020_min_1261.pdf,4b5d7058752f7eb5f10208fcefd4c8ceaba772be64b54248096071c8cd078ba1,inherited_curated_evidence,
griffith_2020_co_25022020_att_1261_excluded,https://businesspapers.griffith.nsw.gov.au/Open/2020/02/CO_25022020_ATT_1261_EXCLUDED.PDF,Experiment 4/results/sources/griffith_2020_co_25022020_att_1261_excluded.pdf,2caea2b59fc55ef515f9fc2b64f1530307e311d6832c2ad72e9420f712ffb03e,inherited_curated_evidence,
griffith_2020_co_25022020_att_1261_plans,https://businesspapers.griffith.nsw.gov.au/Open/2020/02/CO_25022020_ATT_1261_PLANS.PDF,Experiment 4/results/sources/griffith_2020_co_25022020_att_1261_plans.pdf,9a01558a9e6294a87abc5d36093868f92c687dc424e736585b5bd095e0488c7b,inherited_curated_evidence,
euro_ar2020,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0011/163001/E.ANNUAL-REPORT-2019-2020-FINAL.pdf,,,inherited_curated_evidence,
euro_reports,https://www.esc.nsw.gov.au/council/plans-and-reporting/performance-reporting,,,inherited_curated_evidence,
lismore_reports,https://www.lismore.nsw.gov.au/Council/Corporate-information/Annual-and-financial-reports,,,inherited_curated_evidence,
lismore_budgets,https://www.lismore.nsw.gov.au/Council/Corporate-information/Budget-Delivery-Program-and-Operational-Plan/Budgets,,,inherited_curated_evidence,
richmond_reports,https://richmondvalley.nsw.gov.au/council/governance/annual-reports/,,,inherited_curated_evidence,
richmond_budgets,https://richmondvalley.nsw.gov.au/council/governance/budgets-and-financial-reports/,,,inherited_curated_evidence,
richmond_recovery,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/05/Rebuilding-the-Richmond-Valley-2022-25-Recovery-Plan-May-2022_0.pdf,,,inherited_curated_evidence,
lismore_damage,https://www.lismore.nsw.gov.au/Council/Latest-news-and-updates/Latest-news/Council-Releases-2022-Flood-Response-Report,,,inherited_curated_evidence,
lismore_agreement,https://www.lismore.nsw.gov.au/Council/Latest-news-and-updates/Latest-news/Lismore-Secures-Historic-Funding-Agreement-for-860-Million-Roads-and-Bridges-Rebuild,,,inherited_curated_evidence,
ra_payments,https://www.nsw.gov.au/media-releases/new-agreements-deliver-296-million-of-road-repair-funding-just-three-months,,,inherited_curated_evidence,
lismore_ar2022,https://www.lismore.nsw.gov.au/files/assets/public/v/2/5.-council/7.-about-council/6.-corporate-information/annual-report-2022.pdf,,,inherited_curated_evidence,
lismore_ar2021,https://www.lismore.nsw.gov.au/files/assets/public/v/2/5.-council/7.-about-council/6.-corporate-information/annual-report-2021.pdf,,,inherited_curated_evidence,
lismore_ar2020,https://www.lismore.nsw.gov.au/files/assets/public/v/1/5.-council/7.-about-council/6.-corporate-information/annual-report-2019-2020.pdf,,,inherited_curated_evidence,
lismore_ar2019,https://www.lismore.nsw.gov.au/files/assets/public/v/1/5.-council/7.-about-council/6.-corporate-information/annual-report-2018-2019.pdf,,,inherited_curated_evidence,
lismore_fs2022,https://www.lismore.nsw.gov.au/files/assets/public/v/2/5.-council/7.-about-council/6.-corporate-information/annual_financial_statements-2022.pdf,,,inherited_curated_evidence,
lismore_fs2024,https://www.lismore.nsw.gov.au/files/assets/public/v/2/5.-council/7.-about-council/6.-corporate-information/annual_financial_statements-2024.pdf,,,inherited_curated_evidence,
lismore_budget2023,https://www.lismore.nsw.gov.au/files/assets/public/v/2/5.-council/7.-about-council/6.-corporate-information/2022-2023-budget-by-program.pdf,,,inherited_curated_evidence,
lismore_budget2024,https://www.lismore.nsw.gov.au/files/assets/public/v/1/5.-council/7.-about-council/6.-corporate-information/2023-2024-budget-by-program.pdf,,,inherited_curated_evidence,
richmond_ar2022,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Annual-Report-2021-2022-FINAL.pdf,,,inherited_curated_evidence,
richmond_ar2021,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/RVC-Annual-Report-2020-21-WEB-Final.pdf,,,inherited_curated_evidence,
richmond_ar2020,https://richmondvalley.nsw.gov.au/wp-content/uploads/2020/11/RVC-Annual-Report-2019-2020-FINAL_WEB.pdf,,,inherited_curated_evidence,
richmond_ar2019,https://richmondvalley.nsw.gov.au/wp-content/uploads/2019/11/RVC-Annual-Report-2019_FINAL.pdf,,,inherited_curated_evidence,
richmond_plan2022,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/06/Operational-Plan-2021-2022-including-Financial-Estimates-2021-2025-Adopted-by-Council-22-June-2021-1.pdf,,,inherited_curated_evidence,
richmond_plan2021,https://richmondvalley.nsw.gov.au/wp-content/uploads/2020/10/Operational-Plan-2020-2021-including-Financial-Estimates-2020-2024-Adopted-by-Council-23-June-2020-1.pdf,,,inherited_curated_evidence,
richmond_plan2023,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/06/Operational-Plan-including-Financial-Estimates-2022-2026-presented-to-Council-28-June-2022_1.pdf,,,inherited_curated_evidence,
richmond_fs2022,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Annual_Financial_Statements-2022.pdf,,,inherited_curated_evidence,
lismore_plan2022_index,https://yoursay.lismore.nsw.gov.au/2021-22-operational-plan-and-budget/widgets/337480/documents,,,inherited_curated_evidence,
wagga_ar2022,https://wagga.nsw.gov.au/imagesfiles/documents/the-council/planning-and-reporting/annual-reports/WWCC_AnnualReport_2021_22_WEB.pdf,,,inherited_curated_evidence,
wagga_performance2022,https://wagga.nsw.gov.au/__data/assets/pdf_file/0008/215819/Operational-Performance-Report-2021.22.pdf,,,inherited_curated_evidence,
kiama_ar2020,https://www.kiama.nsw.gov.au/files/sharedassets/public/v/1/council/council-plans-amp-reports/annual-report-2019-2020.pdf,,,inherited_curated_evidence,
griffith_finance,https://www.griffith.nsw.gov.au/Council/Forms-and-documents/Finance-and-budget,,,inherited_curated_evidence,
euro_roadplan2019,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0008/156608/Agenda-Public.pdf,,,inherited_curated_evidence,
lismore_draft2022,https://yoursay.lismore.nsw.gov.au/68830/widgets/337480/documents/202976,,,inherited_curated_evidence,
griffith_fs2020,https://www.griffith.nsw.gov.au/files/sharedassets/public/v/1/cm-documents/2019-2020-general-purpose-report.pdf,,,inherited_curated_evidence,
griffith_ss2020,https://www.griffith.nsw.gov.au/files/sharedassets/public/v/1/cm-documents/2019-2020-special-schedule.pdf,,,inherited_curated_evidence,
euro_cap_q3,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0020/160418/Quarterly-Budget-Review-attachment.pdf,,,inherited_curated_evidence,
euro_fs2020,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0006/163095/Annual_Financial_Statements-2020-Web.pdf,,,inherited_curated_evidence,
euro_q1_minutes,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0003/158016/Minutes-26-November-2019.pdf,,,inherited_curated_evidence,
euro_q2_minutes,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0004/159106/Minutes-25-February-2020.pdf,,,inherited_curated_evidence,
euro_q3_minutes,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0020/160571/Minutes-28-May-2020.pdf,,,inherited_curated_evidence,
lismore_flood_history,https://www.lismore.nsw.gov.au/Community/Natural-hazards-and-emergency-information/Flood-information-for-Lismore1/Flood-history,,,inherited_curated_evidence,
euro_annual2020,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0011/163001/E.ANNUAL-REPORT-2019-2020-FINAL.pdf,,,inherited_curated_evidence,
inherited_fiscal_v2,,Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,6233bbdecc7b450006934946e523b9c52ba40772866b259603c7930c0a0d7bba,derived_candidate_panel_not_publication_vintage_certified,
event_timeline,,Experiment 4/results/event_timeline.csv,8af8cdfdd09e8f60a953d82f31d90cfc0b67294b77ae159f0b8f6696ec9e03e4,derived_dated_evidence_ledger,
comparison_screen,,Experiment 4/results/comparison_screen.csv,8de0c6c76430fe9f21caef89192082c2227e3e024e05d012ecc3be306b056d6e,inherited_curated_evidence,
wagga_adopted_ltfp_2021_22,https://www.ipart.nsw.gov.au/sites/default/files/cm9_documents/Wagga-Wagga-City-Council-Attachment---1--2021-22-Adopted-Long-Term-Fin-Plan.PDF,Experiment 4/data/raw_extension/wagga_adopted_ltfp_2021_22.pdf,6968fc3ddddbed52d2de3e08bb01899008f945107763241ef5e7c8c15db4a689,official_host_pdf_page_66_text_and_image_verified,
snowy_ar2122,https://www.snowyvalleys.nsw.gov.au/files/assets/public/reports-amp-strategies/202122-ipampr/2021-22-annual-report-adopted-17-novemeber-2022.pdf,Experiment 4/data/raw_extension/snowy_ar2122.pdf,2bc6efb4d7104a597156e22533b9b61a3bd0ed7588ad605414b32fccb9f118af,official_pdf_text_and_page_image_verified,
wagga_capital_july2020,https://meetings.wagga.nsw.gov.au/Open/2020/08/OC_24082020_AGN_3743_AT_files/OC_24082020_AGN_3743_AT_Attachment_18700_3.PDF,Experiment 4/data/raw_extension/wagga_capital_july2020.pdf,00808680a901033dde60f6121cd0c3541cf0c263e5daed317569882b918078e7,official_pdf_text_and_page_image_verified,
snowy_q3_2022,https://www.snowyvalleys.nsw.gov.au/files/assets/public/meeting-minutes-amp-agendas/council-meetings/20220519/10.4-attachment-1-quarterly-budget-review-quarter-3-31-march-2022.pdf,Experiment 4/data/raw_extension/snowy_q3_2022.pdf,1208ccb3769cc3ce452daf3d2b823153b404227e1a5ec0d734b99049cbc83957,OCR_all_15_pages_page_images_7_10_verified,
snowy_may_minutes,https://www.snowyvalleys.nsw.gov.au/files/assets/public/v/4/meeting-minutes-amp-agendas/council-meetings/20220519/20220519-signed-minutes-ordinary-council-meeting.pdf,Experiment 4/data/raw_extension/snowy_may_minutes.pdf,cacbb9658c49774bc6948b503f1ed0c31bca4691699637d021ba3de642b83fb3,signed_minutes_page9_image_verified_conflict_retained,
snowy_march2022,https://www.snowyvalleys.nsw.gov.au/files/assets/public/v/1/meeting-minutes-amp-agendas/council-meetings/20220317/00-20220317-business-paper-ordinary-council.pdf,Experiment 4/data/raw_extension/snowy_march2022.pdf,81ffcd82b5964b51838b06a3584b0711ef95039b713434e6e5632a390ca6c468,embedded_February_minutes_PDF13_printed10_text_verified,
snowy_may2022,https://www.snowyvalleys.nsw.gov.au/files/assets/public/meeting-minutes-amp-agendas/council-meetings/20220519/00-20220519-business-paper-ordinary-council.pdf,Experiment 4/data/raw_extension/snowy_may2022.pdf,3ba368fa66e9d1746bea1fdf77dba1c0cfec6b9f54fb83145819a6138ca45cbd,agenda_PDF43_printed38_text_verified,
snowy_q1_2021,https://www.snowyvalleys.nsw.gov.au/files/assets/public/meeting-minutes-amp-agendas/council-meetings/20211118/10.7-attachment-1-quarterly-budget-review-quarter-1-30-september-2021.pdf,Experiment 4/data/raw_extension/snowy_q1_2021.pdf,4915dae37d2f949ae880cde7285b649446d65a070bd7691fefd931d04ba4e245,downloaded_Q1_page9_Q2_page8_image_verified_other_pages_text_or_OCR_screen_only,
snowy_q2_2021,https://www.snowyvalleys.nsw.gov.au/files/assets/public/meeting-minutes-amp-agendas/council-meetings/20220217/10.6-attachment-1-quarterly-budget-review-statement-1-10-21-31-12-21.pdf,Experiment 4/data/raw_extension/snowy_q2_2021.pdf,2316680ed7d0b2a85e762752e1cabcc4fb9515a8fd046a669281a15c772dd9bf,downloaded_Q1_page9_Q2_page8_image_verified_other_pages_text_or_OCR_screen_only,
