snapshot_id,project_id,year_start,stage,amount_aud,value_status,amount_basis,reference_period_end,decision_date,decision_status,source_id,source_page,decision_source_id,evidence_limit,model_eligible
richmondvalley:candidate:P012:2021:Q1,richmondvalley:candidate:P012,2021,Q1,,unknown_not_recovered,annual_budget,2021-09-30,2021-10-19,approved_verified_minutes,,,richmond_q1_minutes,Review-level date; project-level adoption and scope need verification,0
richmondvalley:candidate:P012:2021:Q2,richmondvalley:candidate:P012,2021,Q2,,unknown_not_recovered,annual_budget,2021-12-31,2022-02-15,approved_verified_minutes,,,richmond_q2_minutes,Review-level date; project-level adoption and scope need verification,0
richmondvalley:candidate:P012:2021:Q3,richmondvalley:candidate:P012,2021,Q3,,unknown_not_recovered,annual_budget,2022-03-31,2022-05-17,approved_verified_minutes,,,richmond_q3_minutes,Review-level date; project-level adoption and scope need verification,0
richmondvalley:candidate:P012:2021:ACTUAL,richmondvalley:candidate:P012,2021,ACTUAL,,unknown_not_recovered,annual_actual,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
richmondvalley:candidate:P013:2021:B0,richmondvalley:candidate:P013,2021,B0,,unknown_not_recovered,annual_budget,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
richmondvalley:candidate:P013:2021:Q1,richmondvalley:candidate:P013,2021,Q1,,unknown_not_recovered,annual_budget,2021-09-30,2021-10-19,approved_verified_minutes,,,richmond_q1_minutes,Review-level date; project-level adoption and scope need verification,0
richmondvalley:candidate:P013:2021:Q2,richmondvalley:candidate:P013,2021,Q2,,unknown_not_recovered,annual_budget,2021-12-31,2022-02-15,approved_verified_minutes,,,richmond_q2_minutes,Review-level date; project-level adoption and scope need verification,0
richmondvalley:candidate:P013:2021:Q3,richmondvalley:candidate:P013,2021,Q3,,unknown_not_recovered,annual_budget,2022-03-31,2022-05-17,approved_verified_minutes,,,richmond_q3_minutes,Review-level date; project-level adoption and scope need verification,0
richmondvalley:candidate:P013:2021:ACTUAL,richmondvalley:candidate:P013,2021,ACTUAL,,unknown_not_recovered,annual_actual,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
richmondvalley:candidate:P014:2021:B0,richmondvalley:candidate:P014,2021,B0,65000.0,reported_candidate,annual_budget,,,unknown,richmond_plan2022,67.0,,Review-level date; project-level adoption and scope need verification,0
richmondvalley:candidate:P014:2021:Q1,richmondvalley:candidate:P014,2021,Q1,,unknown_not_recovered,annual_budget,2021-09-30,2021-10-19,approved_verified_minutes,,,richmond_q1_minutes,Review-level date; project-level adoption and scope need verification,0
richmondvalley:candidate:P014:2021:Q2,richmondvalley:candidate:P014,2021,Q2,,unknown_not_recovered,annual_budget,2021-12-31,2022-02-15,approved_verified_minutes,,,richmond_q2_minutes,Review-level date; project-level adoption and scope need verification,0
richmondvalley:candidate:P014:2021:Q3,richmondvalley:candidate:P014,2021,Q3,,unknown_not_recovered,annual_budget,2022-03-31,2022-05-17,approved_verified_minutes,,,richmond_q3_minutes,Review-level date; project-level adoption and scope need verification,0
richmondvalley:candidate:P014:2021:ACTUAL,richmondvalley:candidate:P014,2021,ACTUAL,,unknown_not_recovered,annual_actual,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
richmondvalley:candidate:P015:2021:B0,richmondvalley:candidate:P015,2021,B0,22500.0,reported_candidate,annual_budget,,,unknown,richmond_plan2022,67.0,,Review-level date; project-level adoption and scope need verification,0
richmondvalley:candidate:P015:2021:Q1,richmondvalley:candidate:P015,2021,Q1,,unknown_not_recovered,annual_budget,2021-09-30,2021-10-19,approved_verified_minutes,,,richmond_q1_minutes,Review-level date; project-level adoption and scope need verification,0
richmondvalley:candidate:P015:2021:Q2,richmondvalley:candidate:P015,2021,Q2,,unknown_not_recovered,annual_budget,2021-12-31,2022-02-15,approved_verified_minutes,,,richmond_q2_minutes,Review-level date; project-level adoption and scope need verification,0
richmondvalley:candidate:P015:2021:Q3,richmondvalley:candidate:P015,2021,Q3,,unknown_not_recovered,annual_budget,2022-03-31,2022-05-17,approved_verified_minutes,,,richmond_q3_minutes,Review-level date; project-level adoption and scope need verification,0
richmondvalley:candidate:P015:2021:ACTUAL,richmondvalley:candidate:P015,2021,ACTUAL,,unknown_not_recovered,annual_actual,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P016:2021:B0,lismore:candidate:P016,2021,B0,,unknown_not_recovered,annual_budget,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P016:2021:Q1,lismore:candidate:P016,2021,Q1,,unknown_not_recovered,annual_budget,2021-09-30,2021-11-09,approved_verified_minutes,,,lismore_all2021_oc_09112021_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P016:2021:Q2,lismore:candidate:P016,2021,Q2,,unknown_not_recovered,annual_budget,2021-12-31,2022-02-16,approved_verified_minutes,,,lismore_oc_08022022_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P016:2021:Q3,lismore:candidate:P016,2021,Q3,,unknown_not_recovered,annual_budget,2022-03-31,2022-05-10,approved_verified_minutes,,,lismore_oc_10052022_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P016:2021:ACTUAL,lismore:candidate:P016,2021,ACTUAL,,unknown_not_recovered,annual_actual,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P017:2021:B0,lismore:candidate:P017,2021,B0,,unknown_not_recovered,annual_budget,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P017:2021:Q1,lismore:candidate:P017,2021,Q1,,unknown_not_recovered,annual_budget,2021-09-30,2021-11-09,approved_verified_minutes,,,lismore_all2021_oc_09112021_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P017:2021:Q2,lismore:candidate:P017,2021,Q2,,unknown_not_recovered,annual_budget,2021-12-31,2022-02-16,approved_verified_minutes,,,lismore_oc_08022022_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P017:2021:Q3,lismore:candidate:P017,2021,Q3,,unknown_not_recovered,annual_budget,2022-03-31,2022-05-10,approved_verified_minutes,,,lismore_oc_10052022_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P017:2021:ACTUAL,lismore:candidate:P017,2021,ACTUAL,,unknown_not_recovered,annual_actual,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P018:2021:B0,lismore:candidate:P018,2021,B0,,unknown_not_recovered,annual_budget,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P018:2021:Q1,lismore:candidate:P018,2021,Q1,,unknown_not_recovered,annual_budget,2021-09-30,2021-11-09,approved_verified_minutes,,,lismore_all2021_oc_09112021_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P018:2021:Q2,lismore:candidate:P018,2021,Q2,,unknown_not_recovered,annual_budget,2021-12-31,2022-02-16,approved_verified_minutes,,,lismore_oc_08022022_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P018:2021:Q3,lismore:candidate:P018,2021,Q3,,unknown_not_recovered,annual_budget,2022-03-31,2022-05-10,approved_verified_minutes,,,lismore_oc_10052022_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P018:2021:ACTUAL,lismore:candidate:P018,2021,ACTUAL,,unknown_not_recovered,annual_actual,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P019:2021:B0,lismore:candidate:P019,2021,B0,,unknown_not_recovered,annual_budget,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P019:2021:Q1,lismore:candidate:P019,2021,Q1,,unknown_not_recovered,annual_budget,2021-09-30,2021-11-09,approved_verified_minutes,,,lismore_all2021_oc_09112021_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P019:2021:Q2,lismore:candidate:P019,2021,Q2,,unknown_not_recovered,annual_budget,2021-12-31,2022-02-16,approved_verified_minutes,,,lismore_oc_08022022_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P019:2021:Q3,lismore:candidate:P019,2021,Q3,,unknown_not_recovered,annual_budget,2022-03-31,2022-05-10,approved_verified_minutes,,,lismore_oc_10052022_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P019:2021:ACTUAL,lismore:candidate:P019,2021,ACTUAL,,unknown_not_recovered,annual_actual,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P020:2021:B0,lismore:candidate:P020,2021,B0,,unknown_not_recovered,annual_budget,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P020:2021:Q1,lismore:candidate:P020,2021,Q1,,unknown_not_recovered,annual_budget,2021-09-30,2021-11-09,approved_verified_minutes,,,lismore_all2021_oc_09112021_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P020:2021:Q2,lismore:candidate:P020,2021,Q2,,unknown_not_recovered,annual_budget,2021-12-31,2022-02-16,approved_verified_minutes,,,lismore_oc_08022022_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P020:2021:Q3,lismore:candidate:P020,2021,Q3,,unknown_not_recovered,annual_budget,2022-03-31,2022-05-10,approved_verified_minutes,,,lismore_oc_10052022_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P020:2021:ACTUAL,lismore:candidate:P020,2021,ACTUAL,,unknown_not_recovered,annual_actual,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P021:2021:B0,lismore:candidate:P021,2021,B0,,unknown_not_recovered,annual_budget,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P021:2021:Q1,lismore:candidate:P021,2021,Q1,,unknown_not_recovered,annual_budget,2021-09-30,2021-11-09,approved_verified_minutes,,,lismore_all2021_oc_09112021_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P021:2021:Q2,lismore:candidate:P021,2021,Q2,,unknown_not_recovered,annual_budget,2021-12-31,2022-02-16,approved_verified_minutes,,,lismore_oc_08022022_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P021:2021:Q3,lismore:candidate:P021,2021,Q3,,unknown_not_recovered,annual_budget,2022-03-31,2022-05-10,approved_verified_minutes,,,lismore_oc_10052022_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P021:2021:ACTUAL,lismore:candidate:P021,2021,ACTUAL,,unknown_not_recovered,annual_actual,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P022:2021:B0,lismore:candidate:P022,2021,B0,,unknown_not_recovered,annual_budget,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P022:2021:Q1,lismore:candidate:P022,2021,Q1,,unknown_not_recovered,annual_budget,2021-09-30,2021-11-09,approved_verified_minutes,,,lismore_all2021_oc_09112021_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P022:2021:Q2,lismore:candidate:P022,2021,Q2,,unknown_not_recovered,annual_budget,2021-12-31,2022-02-16,approved_verified_minutes,,,lismore_oc_08022022_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P022:2021:Q3,lismore:candidate:P022,2021,Q3,,unknown_not_recovered,annual_budget,2022-03-31,2022-05-10,approved_verified_minutes,,,lismore_oc_10052022_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P022:2021:ACTUAL,lismore:candidate:P022,2021,ACTUAL,,unknown_not_recovered,annual_actual,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P023:2021:B0,lismore:candidate:P023,2021,B0,,unknown_not_recovered,annual_budget,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P023:2021:Q1,lismore:candidate:P023,2021,Q1,,unknown_not_recovered,annual_budget,2021-09-30,2021-11-09,approved_verified_minutes,,,lismore_all2021_oc_09112021_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P023:2021:Q2,lismore:candidate:P023,2021,Q2,,unknown_not_recovered,annual_budget,2021-12-31,2022-02-16,approved_verified_minutes,,,lismore_oc_08022022_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P023:2021:Q3,lismore:candidate:P023,2021,Q3,,unknown_not_recovered,annual_budget,2022-03-31,2022-05-10,approved_verified_minutes,,,lismore_oc_10052022_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P023:2021:ACTUAL,lismore:candidate:P023,2021,ACTUAL,,unknown_not_recovered,annual_actual,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P024:2021:B0,lismore:candidate:P024,2021,B0,,unknown_not_recovered,annual_budget,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P024:2021:Q1,lismore:candidate:P024,2021,Q1,,unknown_not_recovered,annual_budget,2021-09-30,2021-11-09,approved_verified_minutes,,,lismore_all2021_oc_09112021_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P024:2021:Q2,lismore:candidate:P024,2021,Q2,,unknown_not_recovered,annual_budget,2021-12-31,2022-02-16,approved_verified_minutes,,,lismore_oc_08022022_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P024:2021:Q3,lismore:candidate:P024,2021,Q3,,unknown_not_recovered,annual_budget,2022-03-31,2022-05-10,approved_verified_minutes,,,lismore_oc_10052022_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P024:2021:ACTUAL,lismore:candidate:P024,2021,ACTUAL,,unknown_not_recovered,annual_actual,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P025:2021:B0,lismore:candidate:P025,2021,B0,,unknown_not_recovered,annual_budget,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P025:2021:Q1,lismore:candidate:P025,2021,Q1,,unknown_not_recovered,annual_budget,2021-09-30,2021-11-09,approved_verified_minutes,,,lismore_all2021_oc_09112021_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P025:2021:Q2,lismore:candidate:P025,2021,Q2,,unknown_not_recovered,annual_budget,2021-12-31,2022-02-16,approved_verified_minutes,,,lismore_oc_08022022_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P025:2021:Q3,lismore:candidate:P025,2021,Q3,,unknown_not_recovered,annual_budget,2022-03-31,2022-05-10,approved_verified_minutes,,,lismore_oc_10052022_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P025:2021:ACTUAL,lismore:candidate:P025,2021,ACTUAL,,unknown_not_recovered,annual_actual,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P026:2021:B0,lismore:candidate:P026,2021,B0,,unknown_not_recovered,annual_budget,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P026:2021:Q1,lismore:candidate:P026,2021,Q1,,unknown_not_recovered,annual_budget,2021-09-30,2021-11-09,approved_verified_minutes,,,lismore_all2021_oc_09112021_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P026:2021:Q2,lismore:candidate:P026,2021,Q2,,unknown_not_recovered,annual_budget,2021-12-31,2022-02-16,approved_verified_minutes,,,lismore_oc_08022022_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P026:2021:Q3,lismore:candidate:P026,2021,Q3,,unknown_not_recovered,annual_budget,2022-03-31,2022-05-10,approved_verified_minutes,,,lismore_oc_10052022_min,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P026:2021:ACTUAL,lismore:candidate:P026,2021,ACTUAL,,unknown_not_recovered,annual_actual,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
lismore:candidate:P027:2021:B0,lismore:candidate:P027,2021,B0,,unknown_not_recovered,annual_budget,,,unknown,,,,Review-level date; project-level adoption and scope need verification,0
